Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-012558,2020-03,3/16/2020 11:44,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,8716,RIVERVIEW BLVD,74, , ,8716,RIVERVIEW,894160.1,1049894
20-012557,2020-03,3/16/2020 11:48,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5030,NATURAL BRIDGE AVE,52,BURGER KING, , , ,890648.8,1035264
20-013530,2020-03,3/16/2020 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5621,ENRIGHT AVE,48, , ,5621,ENRIGHT,882262.8,1027291
20-012703,2020-03,3/16/2020 12:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,RIVERVIEW BLVD / THEKLA AVE,72, , ,5202,RIVERVIEW,890718.5,1045022
20-012568,2020-03,3/16/2020 12:35,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,BLAIR AVE / FARRAR ST,65, , , , ,905640.3,1030053
20-012564,2020-03,3/16/2020 12:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / HAMPTON AVE,13, ,@SPD,3157,SUBLETTE,880595.5,1009925
20-012559,2020-03,3/16/2020 12:53,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500,4748,GENEVIEVE AVE,72, , ,4748,GENEVIEVE,889833.2,1041267
20-012585,2020-03,3/16/2020 13:40,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1401,CHOUTEAU AVE,36,BP,@AMOCO - 14TH AND CHOUTEAU,1401,CHOUTEAU,904521.8,1014630
20-012885,2020-03,3/16/2020 14:00,Y, , ,1, ,69602,4,"LARCENY-ALL OTHER $500 - $24,999",3851,WASHINGTON BLVD,77,LOYOLA ACADEMY OF ST LOUIS, ,3851,WASHINGTON,894936.1,1022903
20-012735,2020-03,3/16/2020 14:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S GRAND BLVD / MERAMEC ST,16, , , , ,893412.4,1000448
20-012577,2020-03,3/16/2020 14:08,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,400,WASHINGTON AVE,35, , ,400,WASHINGTON,909506.4,1018199
20-012592,2020-03,3/16/2020 14:39,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4142,DR MARTIN LUTHER KING DR,58, , ,4142,DR MARTIN LUTHER KING,894318.8,1027270
20-012597,2020-03,3/16/2020 14:48,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1027,RUSSELL BLVD,21, ,@BAR- BASTILLE,1027,RUSSELL,903863.3,1010118
20-012617,2020-03,3/16/2020 15:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,1301,OLIVE ST,36, , ,1301,OLIVE,906059.7,1018613
20-012737,2020-03,3/16/2020 15:00,Y, , ,1, ,64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5861,SELBER CT,50, , ,5861,SELBER,884844.9,1038078
20-012605,2020-03,3/16/2020 15:00,Y, , ,1, ,51130,3,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,3257,OREGON AVE,30, ,B,3257,OREGON,897067.3,1005964
20-012689,2020-03,3/16/2020 15:00,Y, , ,1, ,69602,1,"LARCENY-ALL OTHER $500 - $24,999",6134,VIRGINIA AVE,1, , ,6134,VIRGINIA,891751.2,992911.9
20-012621,2020-03,3/16/2020 15:00,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500,1111,MISSISSIPPI AVE,32, , ,1111,MISSISSIPPI,902124.4,1014736
20-014315,2020-03,3/16/2020 16:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,4728,PALM ST,55, , ,4728,PALM,892749.2,1033809
20-012837,2020-03,3/16/2020 16:00,Y, , ,1, ,72140,3,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,0,I 44 EASTBOUND / S JEFFERSON A,23, , , , ,899889.1,1012426
20-012671,2020-03,3/16/2020 16:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S LEONOR K SULLIVAN BLVD / LUC,35, , , , ,911068.1,1018345
20-012612,2020-03,3/16/2020 16:41,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 EASTBOUND / UNION BLVD,70, , , , ,891197.8,1039591
20-013495,2020-03,3/16/2020 16:53,Y, , ,1, ,65701,4,LARCENY-MTR VEH PARTS UNDER $500,2936,DELMAR BLVD,37, ,APT B,2936,DELMAR,900205.8,1021288
20-012698,2020-03,3/16/2020 17:00,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4044,CLAYTON AVE,38, , ,4044,CLAYTON,892017.7,1018899
20-014438,2020-03,3/16/2020 17:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,915,ANN AVE,21, , ,915,ANN,904103.1,1009647
20-013872,2020-03,3/16/2020 17:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3965,PARK AVE,28, , ,3965,PARK,892545.4,1015461
20-012686,2020-03,3/16/2020 17:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1626,S 11TH ST,34, , ,1626,11TH,904596.6,1012134
20-012616,2020-03,3/16/2020 17:20,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1500,OLIVE ST,36, , ,1500,OLIVE,905442.8,1018627
20-012614,2020-03,3/16/2020 17:20,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,BILLUPS AVE / KENNERLY AVE,57, , , , ,894624.8,1029748
20-013832,2020-03,3/16/2020 17:29,Y, , ,1, ,63601,1,"LARCENY-SHOPLIFT $500 - $24,999",932,LOUGHBOROUGH AVE,1,LOWE S, ,932,LOUGHBOROUGH,888524.2,991611.8
20-012626,2020-03,3/16/2020 17:30,Y, , ,1, ,63601,5,"LARCENY-SHOPLIFT $500 - $24,999",4119,LINDELL BLVD,38,RAINBOW SHOPS, ,4119,LINDELL,892653.7,1022142
20-012688,2020-03,3/16/2020 17:30,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6825,CLAYTON AVE,44, , ,6825,CLAYTON,876315.5,1019152
20-012615,2020-03,3/16/2020 17:32,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / RIVERVIEW BLVD,74, , , , ,897816.4,1053556
20-012679,2020-03,3/16/2020 17:45,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500,6375,SUTHERLAND AVE,8, , ,6375,SUTHERLAND,877412.5,1004278
20-012624,2020-03,3/16/2020 17:54,Y, , ,1, ,43014,3,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,0,S BROADWAY / HICKORY ST,34, , , , ,907576.3,1012967
20-012665,2020-03,3/16/2020 18:00,Y, , ,1, ,64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6124,N BROADWAY,79,LOVE S GAS STATION, , , ,900558.8,1038456
20-012866,2020-03,3/16/2020 18:00,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5529,PERSHING AVE,47, , ,5529,PERSHING,883107.8,1025050
20-013947,2020-03,3/16/2020 18:00,Y, , ,1, ,69702,6,LARCENY-ALL OTHER UNDER $500,3632,N TAYLOR AVE,56, , ,3632,TAYLOR,894635.3,1033153
20-012630,2020-03,3/16/2020 18:06,Y, , ,1, ,263299,2,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,4949,LINDENWOOD AVE,14, , ,4949,LINDENWOOD,884555.8,1004659
20-012627,2020-03,3/16/2020 18:10,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@HOSPITAL - BARNES JEWISH,1, ,887396.8,1020150
20-012625,2020-03,3/16/2020 18:20,Y, , ,1, ,36111,4,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,2708,N FLORISSANT AVE,63, , ,2708,FLORISSANT,906058.9,1025726
20-013549,2020-03,3/16/2020 19:00,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500,3414,N 22ND ST,65, , ,3414,22ND,904395.4,1028233
20-012708,2020-03,3/16/2020 19:00,Y, , ,1, ,64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1038,JULIA ST,34, , ,1035,JULIA,904619.6,1011909
20-012631,2020-03,3/16/2020 19:01,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1613,UNION BLVD,50, , ,1613,UNION,886706.6,1031909
20-012634,2020-03,3/16/2020 19:20,Y, , ,1, ,31412,4,ROBBERY-HIGHWAY  /STRNGARM/INJURY/ATTEMPT,1119,N TUCKER BLVD,61, ,@MCDONALDS - 1119 N TUCKER,1119,TUCKER,907258.8,1020890
20-012636,2020-03,3/16/2020 19:38,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4444,OSCEOLA ST,5, , ,4444,OSCEOLA,886197.1,1003416
20-012641,2020-03,3/16/2020 19:45,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,CLINTON ST / N FLORISSANT AVE,60, , ,1506,CASS,906539.6,1024185
20-012704,2020-03,3/16/2020 20:00,Y, , ,1, ,64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5578,PERSHING AVE,47, , ,5578,PERSHING,882479.7,1024851
20-012647,2020-03,3/16/2020 20:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500,3637,DUNNICA AVE,16, , ,3637,DUNNICA,892784.6,1002974
20-012650,2020-03,3/16/2020 20:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5320,COTE BRILLIANTE AVE,50, , ,5320,COTE BRILLIANTE,886791,1032371
20-012645,2020-03,3/16/2020 20:38,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,201,N 17TH ST,36,7-ELEVEN, ,201,17TH,904517.3,1018616
20-012642,2020-03,3/16/2020 20:45,Y, , ,1, ,10000,5,HOMICIDE,1474,BLACKSTONE,78, , , , ,0,0
20-012752,2020-03,3/16/2020 21:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1515,N 13TH ST,60, ,MOBIL, , ,907555.6,1022698
20-012646,2020-03,3/16/2020 21:10,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6200,N BROADWAY,79, , ,6200,BROADWAY,900459.2,1038662
20-012649,2020-03,3/16/2020 21:59,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / MINNESOTA AVE,16, , , , ,895726.6,1002881
20-012709,2020-03,3/16/2020 22:30,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500,4072,WILMINGTON AVE,5, , ,400,WILMINGTON,886765.4,997048.8
20-012815,2020-03,3/16/2020 22:37,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1531,WASHINGTON AVE,36, ,NUISANCE ABATEMENT PROPERTY,1531,WASHINGTON,905491.8,1019489
20-012658,2020-03,3/16/2020 22:53,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5700,HIGHLANDS PLAZA DR W,41, , ,5700,HIGHLANDS PLAZA,882415.8,1017894
20-012697,2020-03,3/16/2020 23:00,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6498,CLAYTON AVE,42, , ,6498,CLAYTON,878164.2,1018054
20-012654,2020-03,3/16/2020 23:17,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,981,S SKINKER BLVD,44, ,BP/ AMOCO,981,SKINKER,875914.1,1019455
20-012655,2020-03,3/16/2020 23:30,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4732,NEBRASKA AVE,17, ,ALLEY,4732,NEBRASKA,895370.2,996431.8
20-012656,2020-03,3/16/2020 23:30,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2767,BACON ST,59, , ,2767,BACON,899980,1027156
20-012897,2020-03,3/16/2020 23:59,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500,6207,REBER PL,11, , ,6207,REBER,879408.3,1011468
20-012768,2020-03,3/17/2020 0:01,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3117,SHERIDAN AVE,59, , ,3117,SHERIDAN,899367.7,1023716
20-012668,2020-03,3/17/2020 1:20, , , ,-1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3730,GOODFELLOW BLVD,70, ,@RALLYS- GOODFELLOW,3730,GOODFELLOW,885748.6,1038969
20-012668,2020-03,3/17/2020 1:20,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3730,GOODFELLOW BLVD,70, ,@RALLYS- GOODFELLOW,3730,GOODFELLOW,885748.6,1038969
20-012663,2020-03,3/17/2020 2:51,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3503,MIAMI ST,19, , ,3503,MIAMI,893861,1004500
20-013128,2020-03,3/17/2020 3:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,600,S VANDEVENTER AVE,37, , , , ,893390.3,1018738
20-012664,2020-03,3/17/2020 3:12,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,600,LOGAN ST,74, , ,600,LOGAN,898356.6,1052618
20-012667,2020-03,3/17/2020 5:15,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4121,TAFT AVE,5, , ,4121,TAFT,888028.6,1002198
20-012670,2020-03,3/17/2020 6:18,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 10TH ST / WASHINGTON AVE,35, , , , ,907677.1,1018822
20-012669,2020-03,3/17/2020 6:18,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N BROADWAY / E CARRIE AVE,79, ,LOVES GAS STATION 6124 N BROADWAY, , ,900400.6,1038447
20-012682,2020-03,3/17/2020 6:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1000,N BROADWAY,62, ,COLE / BROADWAY,111,7TH,909758.9,1019796
20-012680,2020-03,3/17/2020 7:30,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",808,CARR ST,62, , ,808,CARR,908720.4,1020304
20-012997,2020-03,3/17/2020 8:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500,2907,MINNESOTA AVE,25, , ,2907,MINNESOTA,896652.5,1008731
20-012746,2020-03,3/17/2020 8:00,Y, , ,1, ,51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4708,GENEVIEVE AVE,72, , ,4708,GENEVIEVE,889508.3,1041041
20-012890,2020-03,3/17/2020 8:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1203,N 7TH ST,62, , ,1203,7TH,909174.2,1020603
20-012753,2020-03,3/17/2020 8:00,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500,1402,S 2ND ST,20, , ,1402,2ND,907643.9,1011539
20-012683,2020-03,3/17/2020 8:20,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500,3842,S KINGSHIGHWAY BLVD,15,WALGREENS, ,3842,KINGSHIGHWAY,885183.6,1004604
20-012696,2020-03,3/17/2020 8:40,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1106,MCLARAN AVE,74, , ,1106,MCLARAN,896069.5,1049322
20-012715,2020-03,3/17/2020 9:10,Y, , ,1, ,92000,4,SIMPLE ASSAULT-HARRASSMENT,3101,CHOUTEAU AVE,37, , ,3101,CHOUTEAU,898012.9,1016579
20-012828,2020-03,3/17/2020 9:28,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4707,MINNESOTA AVE,17, , ,4707,MINNESOTA,894604.3,996838
20-012717,2020-03,3/17/2020 9:40,Y, , ,1, ,182250,2,DRUGS-POSSESSION/COCAINE,3455,S GRAND BLVD,15, , ,3455,GRAND,893397.5,1005411
20-012700,2020-03,3/17/2020 9:45,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4568,GRAVOIS AVE,5, , ,4568,GRAVOIS,887894.7,1001699
20-014110,2020-03,3/17/2020 9:50,Y, , ,1, ,51330,2,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,2115,PORTIS AVE,13, , ,2115,PORTIS,887875.6,1012328
20-012705,2020-03,3/17/2020 10:30,Y, , ,1, ,41016,3,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3400,KEOKUK ST,16, , ,3830,VIRGINIA,894188.9,1002251
20-012740,2020-03,3/17/2020 11:06,Y, , ,1, ,92000,4,SIMPLE ASSAULT-HARRASSMENT,2,S 4TH ST,35, ,@HOTEL- DRURY PLAZA ARCH,2,4TH,909168.1,1016457
20-012714,2020-03,3/17/2020 11:30,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1431,N NEWSTEAD AVE,54, ,ALIAS N NEWSTEAD AVE/MLK CITY, , ,892867.4,1027913
20-012712,2020-03,3/17/2020 11:56,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,0,DAKOTA ST / VIRGINIA AVE,16, , ,4600,VIRGINIA,893862.8,998476.8
20-012857,2020-03,3/17/2020 12:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,6916,IDAHO AVE,1, , ,6916,IDAHO,889157.3,991331.8
20-012834,2020-03,3/17/2020 12:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6246,ROSEBURY AVE,45, , ,6246,ROSEBURY,875787.8,1020890
20-012716,2020-03,3/17/2020 12:10,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2906,UNION BLVD,52, , ,2906,UNION,888393.3,1034514
20-012722,2020-03,3/17/2020 12:30,Y, , ,1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,3821,GREER AVE,59, , ,3821,GREER,899109.8,1029112
20-012739,2020-03,3/17/2020 13:00,Y, , ,1, ,38421,5,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,5850,SELBER CT,50, ,APT 2C,5850,SELBER,885088.8,1037930
20-012757,2020-03,3/17/2020 13:30,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",400,RUSSELL BLVD,20, , ,400,RUSSELL,905326.2,1009546
20-012731,2020-03,3/17/2020 13:50,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,8880,N BROADWAY,74, , ,8880,BROADWAY,897929.1,1053370
20-012779,2020-03,3/17/2020 14:00,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,1228,SELLS AVE,74, , ,1228,SELLS,895462.7,1049057
20-012748,2020-03,3/17/2020 14:30,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,466,FAULKNER DR,82, , ,466,FAULKNER,885857.8,1020967
20-013044,2020-03,3/17/2020 14:50,Y, , ,1, ,43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3711,WABASH AVE,9, , ,3711,WABASH,872742.6,1006507
20-012741,2020-03,3/17/2020 15:00,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,5423,MAFFITT,36, , ,5423,MAFFITT,906177.4,1016672
20-012765,2020-03,3/17/2020 15:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",730,S BROADWAY,35, , ,730,BROADWAY,908119.9,1014368
20-012745,2020-03,3/17/2020 15:13,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6135,MANCHESTER AVE,42, , ,6135,MANCHESTER,880298.7,1015646
20-013071,2020-03,3/17/2020 15:49,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,5696,KINGSBURY PL,47, , ,5696,KINGSBURY,881952.9,1025702
20-012747,2020-03,3/17/2020 15:56,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500,4701,DELOR ST,5, ,DOLLAR GENERAL,4701,DELOR,884463.3,1001394
20-012754,2020-03,3/17/2020 16:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5575,WELLS AVE,78, , ,5575,WELLS,884306.2,1032396
20-012836,2020-03,3/17/2020 16:00,Y, , ,1, ,72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6266,SOUTHWEST AVE,11, , ,6266,SOUTHWEST,878439.5,1011960
20-013009,2020-03,3/17/2020 16:00,Y, , ,1, ,51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4322,VISTA AVE,39, , ,4322,VISTA,889595.7,1016133
20-012743,2020-03,3/17/2020 16:00,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1401,ST LOUIS AVE,63, ,@CROWN CANDY KITCHEN,1401,ST LOUIS,906416.3,1026187
20-012775,2020-03,3/17/2020 16:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,420,BOWEN ST,1, , ,6134,VIRGINIA,891699.9,992725.4
20-012763,2020-03,3/17/2020 16:59,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4308,BINGHAM AVE,5, ,RESIDENCE, , ,887441.6,1003498
20-012763,2020-03,3/17/2020 16:59,Y, , ,1, ,43016,1,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4308,BINGHAM AVE,5, ,RESIDENCE, , ,887441.6,1003498
20-012957,2020-03,3/17/2020 17:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",315,CHESTNUT ST,35,HOTEL- HYATT REGENCY, ,315,CHESTNUT,909422.4,1016993
20-012771,2020-03,3/17/2020 18:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,4520,WICHITA AVE,39, , ,4520,WICHITA,888085.6,1017148
20-012782,2020-03,3/17/2020 18:00,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5587,DR MARTIN LUTHER KING DR,50, ,APARTMENT COMPLEX,5587,DR MARTIN LUTHER KING,884332,1032835
20-012767,2020-03,3/17/2020 18:05,Y, , ,1, ,63701,3,LARCENY-SHOPLIFT UNDER $500,4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
20-012770,2020-03,3/17/2020 18:13,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,MANCHESTER AVE / S NEWSTEAD AV,39, , , , ,888839.8,1017059
20-012769,2020-03,3/17/2020 18:25,Y, , ,1, ,41021,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1440,CASTLE LN,33,CLINTON PEABODY COMPLEX, , , ,904277,1014494
20-012769,2020-03,3/17/2020 18:25,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1440,CASTLE LN,33,CLINTON PEABODY COMPLEX, , , ,904277,1014494
20-012772,2020-03,3/17/2020 18:51,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8754,N BROADWAY,74, , ,8754,BROADWAY,897631,1052030
20-012780,2020-03,3/17/2020 19:00,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5101,WILSON AVE,12,DOMINIC S ON THE HILL, ,5101,WILSON,885572.9,1013103
20-012774,2020-03,3/17/2020 19:04,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,827,CARR ST,62, , ,827,CARR,908665.1,1020320
20-012778,2020-03,3/17/2020 19:20,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 44 WESTBOUND,11, ,HAMPTON/I 44 WB, , ,880719.5,1014272
20-012830,2020-03,3/17/2020 20:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,3825,WINDSOR PL,77, , ,3825,WINDSOR,896397,1023826
20-013062,2020-03,3/17/2020 20:00, , , ,-1, ,67701,3,LARCENY-FROM BUILDING UNDER $500,3940,PENNSYLVANIA AVE,16, , ,3940,PENNSYLVANIA,895900,1001640
20-013062,2020-03,3/17/2020 20:00,Y, , ,1, ,67701,3,LARCENY-FROM BUILDING UNDER $500,3940,PENNSYLVANIA AVE,16, , ,3940,PENNSYLVANIA,895900,1001640
20-012817,2020-03,3/17/2020 20:00,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5323,MURDOCH AVE,7, , ,5323,MURDOCH,882231.3,1002665
20-012783,2020-03,3/17/2020 20:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1900,ARSENAL ST,22,CAFE PIAZZA, , , ,900821.1,1006304
20-012790,2020-03,3/17/2020 21:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",315,CHESTNUT ST,35, , ,315,CHESTNUT,909422.4,1016993
20-012785,2020-03,3/17/2020 21:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5420,GENEVIEVE AVE,72, , ,5420,GENEVIEVE,892388.4,1043053
20-012784,2020-03,3/17/2020 21:15,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4868,LEE AVE,69, , ,4868,LEE,893068.6,1036213
20-012784,2020-03,3/17/2020 21:15,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4868,LEE AVE,69, , ,4868,LEE,893068.6,1036213
20-012887,2020-03,3/17/2020 21:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2734,RUSSELL BLVD,24, , ,2734,RUSSELL,899135.3,1011665
20-012787,2020-03,3/17/2020 21:30,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",920,BATES ST,1, , ,920,BATES,891257,995300.9
20-012786,2020-03,3/17/2020 21:37,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,E GRAND AVE / I 70 EASTBOUND,66, ,ALIAS EB 70/E GRAND AVE CITY, , ,904580.1,1034005
